Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,nVmax,0.0936614876956883,0,0,0
WorkFlow,nKm,0,0.0666981745190404,0,0
WorkFlow,nV,0,0,0.236037582357096,0
WorkFlow,nKa,0,0,0,0.13137915718579
